date,n_pos,cash_pct,top1,top3,effN
1996-03-29,0,1.0,0.0,0.0,0.0
1996-06-28,1,0.9,0.1,0.1,99.99999999999999
1996-09-30,2,0.8,0.1,0.2,49.99999999999999
1996-12-31,4,0.6055301790800635,0.1,0.30000000000000004,25.69072925470978
1997-03-31,4,0.6292291724849193,0.1,0.291714508259034,28.850493093878747
1997-06-30,4,0.6346443725951049,0.10000000000000003,0.2863298554550232,29.675425119224897
1997-09-30,4,0.620306158403623,0.1,0.2940833329486303,27.6522294809211
1997-12-31,4,0.619320375004077,0.1,0.29112768278589596,27.530155557922587
1998-03-31,4,0.6065489357048662,0.1,0.299518803005231,25.821603488187503
1998-06-30,4,0.6120016327356801,0.1,0.29633010525128917,26.537475556554
1998-09-30,4,0.6482413530436474,0.09971736776864357,0.27728437902698944,31.98065315114786
1998-12-31,4,0.6368401230786941,0.1,0.2780702282045131,30.191212491132784
1999-03-31,4,0.6491776226837394,0.09417612019304175,0.273278834035456,32.32415505448964
1999-06-30,4,0.6517215183628196,0.1,0.27729419260398414,32.457817255364105
1999-09-30,4,0.6704565398130593,0.09307875695047889,0.2553509042503791,36.5776626144847
1999-12-31,4,0.6738134066927658,0.0916499544058449,0.25199079597188123,37.321568633111696
2000-03-31,4,0.699537436922036,0.08685305945859018,0.2394121313256941,43.556872166655666
2000-06-30,4,0.7096446420889166,0.08205742518995698,0.2252796096402967,47.085325599986966
2000-09-29,4,0.7060804993489076,0.09648620061444155,0.23496128764934554,44.66504063880467
2000-12-29,4,0.6762410067992989,0.09999999999999999,0.2517383174202261,37.43764134583222
2001-03-30,4,0.705409693502796,0.07990834907658809,0.2281907693528089,45.8636705143952
2001-06-29,4,0.6752460582460204,0.09999999999999999,0.26121691060004276,36.921243735493306
2001-09-28,4,0.7026121658698518,0.10000000000000003,0.23687415506420995,43.32842746262036
2001-12-31,4,0.6879092186524725,0.1,0.25563544977559916,39.48349497297752
2002-03-29,4,0.6889710857913346,0.09965975696741913,0.25476566796893085,39.7535521474745
2002-06-28,4,0.668692709852427,0.1,0.25977743894843086,35.86590591163724
2002-09-30,4,0.6881929236595987,0.1,0.24961154916324513,39.815806776974625
2002-12-31,4,0.6863150711715587,0.08890346415484411,0.2450442021475987,40.288310840873535
2003-03-31,4,0.7123989576952149,0.08930507974771694,0.23167072255522542,46.831000776743686
2003-06-30,4,0.6959511370985585,0.09598508878162862,0.24553345456113418,41.90078799818887
2003-09-30,4,0.6895249090417204,0.1,0.25134154684747423,39.91339759686943
2003-12-31,4,0.6574193505056182,0.09375743483692078,0.26625761279124477,33.86783163748293
2004-03-31,4,0.6665474345587055,0.1,0.2676575702352809,35.12071651871929
2004-06-30,4,0.6567240043961026,0.1,0.27300576490468664,33.398280568466916
