Instrument,AV,tangible_repro,intangible_repro,EPV,FranchiseValue,FranchiseShare,AV_over_EV,ROIC,CompanyMoat(v3.2),CoreMoat(v3.2),MoatGap
NOW.N,39145100560.30606,5486949414.968527,15487050280.153027,38752621103.99014,-392479456.31591797,-0.01012781703881977,0.4440329821255747,0.11466217398121802,7.85,8.7,0.85
1663.T,459221337.40670234,0.0,4079229.188509173,523049839.5421321,63828502.13542974,0.12203139607365907,1.019681008011636,0.08504088597217298,6.8,7.65,0.85
NI.N,27698000000.0,50116500468.21118,0.0,15502356451.705526,-12195643548.294474,-0.7866961120580312,0.7103280555494333,0.0391784587919484,8.25,8.7,0.45
012510.KS,855090560.6014959,507817810.6715839,165447778.469452,767935166.5063069,-87155394.09518898,-0.11349316699702564,0.35577442350709243,0.08097331285602948,7.3,8.0,0.7
064400.KS,2732471547.7590256,1255459979.156561,659912507.8140236,3981465862.416317,1248994314.6572914,0.3137021282657156,0.6201273105254373,0.14215685446848636,5.95,6.9,0.95
ALRM.OQ,3416636661.48277,252657339.773874,1248351330.7413852,2510537119.7951107,-906099541.6876593,-0.36091859966667517,1.4824581953496043,0.07899371699401658,6.35,7.15,0.8
CPK.N,3212700000.0,0.0,0.0,2808631993.323999,-404068006.6760011,-0.14386648291283938,0.7060473250505366,0.05210125302680004,6.75,7.0,0.25
ALSTW.PA,68550975.62280285,0.0,34275487.81140143,17300961.958659887,-51250013.664142966,-2.962263820162329,0.2635941941687543,0.036847622123763225,6.75,6.85,0.1
NTGCLGAS.SN,2103462183.678005,3441985907.635572,0.0,3263731749.4863048,1160269565.8082998,0.3555039613751714,1.158287594975941,0.09635616022213732,6.6,7.3,0.7
NET.N,6164271844.0244465,1321364351.209853,2770499422.0122232,2278286561.680867,-3885985282.3435793,-1.7056613279922914,0.07703286178207248,0.046843219817089714,7.2,7.9,0.7
COCE5.SA,2098804293.912141,70641785.51298186,40560993.03969318,2645098582.16907,546294288.2569287,0.20653078563482083,1.30579687956541,0.09812688443877869,7.6,7.7,0.1
NEKG.DE,4085129332.7004685,153822296.5351523,1388859722.9021554,4996148113.147539,911018780.4470706,0.18234422995781344,0.5508447715234799,0.12970897518905328,7.3,8.1,0.8
ALTS.BU,266693158.8922169,0.0,0.0,778459296.3771386,511766137.4849217,0.6574089870422556,0.7930573888841028,0.17780117991904695,6.45,7.25,0.8
NTGY.MC,27920087382.40369,91114180303.23889,0.0,37750587204.87096,9830499822.467266,0.260406540674918,0.5954701237154706,0.07761567595307665,6.75,8.35,1.6
OGE.N,10691300000.0,23811143943.70431,0.0,5700203095.322573,-4991096904.677427,-0.8755998376220984,0.6879788150533636,0.03732139371943357,8.2,8.3,0.1
MSEX.OQ,892577000.0,1860972808.856274,0.0,430981475.72094065,-461595524.27905935,-1.071033328072646,0.6422069702636511,0.03379955264415938,7.65,7.8,0.15
MSABb.ST,51189108.86802084,0.0,25219513.66870989,68965775.64916144,17776666.781140603,0.2577607025196526,0.4263991085416029,0.185894476151457,6.9,7.3,0.4
OGS.N,6802647000.0,12433093895.95648,0.0,3405764336.0623455,-3396882663.9376545,-0.9973921647981787,0.8196811554118714,0.03504569670076431,7.1,7.1,0.0
LMN.V,1696961449.83,34193223.51959214,506766224.915,4092395219.8715324,2395433770.0415325,0.5853378379512254,0.4331777829300398,0.24068964434928392,7.8,7.95,0.15
LIF.OQ,1603296799.668419,5362433.952040697,619494899.8342094,321776975.4549926,-1281519824.2134264,-3.982633693418734,0.6154584565241508,0.022576456566700424,6.55,7.1,0.55
CLBT.OQ,1322396101.22525,100680317.689205,637564050.612625,1302464257.96376,-19931843.261490107,-0.015303178678124384,0.47963648301971434,0.1521499184272844,7.65,8.5,0.85
AUR.OQ,5775109846.825417,-29000000.0,2455554923.4127088,855048107.0997406,-4920061739.725676,-5.754134415213382,0.5207724476322991,0.018030539900044457,4.95,6.2,1.25
LGD1L.VL,339259833.4566554,718716293.7841995,0.0,140706130.93198788,-198553702.5246675,-1.411123319286215,0.5649310868859888,0.028443299464450233,8.6,9.2,0.6
KXS.TO,1282130237.6175065,155225622.672764,568633618.8087533,1316337717.1105418,34207479.49303532,0.025986856600996932,0.4880103505967662,0.12914376574282863,7.4,7.75,0.35
CSU.TO,33139486962.314922,1028784215.294613,13342243481.157463,56208622716.172554,23069135753.85763,0.41041987223821613,0.718153870166327,0.19270219974789038,8.3,9.05,0.75
AURE3.SA,6219899153.048208,11912342478.47258,11651877.0535909,1717802253.1662169,-4502096899.881991,-2.6208470105239536,1.019327335715736,0.027669681583213184,6.0,6.9,0.9
KVYO.N,3275759004.9520836,268440043.6379321,1572037002.4760418,817621329.8816516,-2458137675.0704317,-3.006450034059459,1.0108781479803393,0.033593211221394935,6.2,7.15,0.95
3788.T,349502647.4304645,0.0,161635166.67724943,164657111.49566874,-184845535.93479577,-1.1226088825180083,3.3558030444214353,0.06485755917856457,6.5,7.6,1.1
CHKP.OQ,8420092362.10891,340325344.5844412,3290396181.054455,12896290590.303587,4476198228.194677,0.3470919173890377,0.7048508123607458,0.2011236554388317,7.15,7.85,0.7
KTN.DE,3979098355.1734686,527815731.9558845,1402793954.0216737,3704471452.4990735,-274626902.6743951,-0.07413389634549053,1.9941955305985533,0.09294490998360708,6.0,8.7,2.7
015360.KS,580596572.7264531,1092670067.159359,2177363.217951403,131158418.31889412,-449438154.4075589,-3.4266817194669903,1.406673842837062,0.016779738286778857,7.15,7.65,0.5
XEL.OQ,58649000000.0,117233791787.9044,0.0,18779202198.809814,-39869797801.190186,-2.123082619756714,0.6961949372560937,0.022413752219418694,7.7,7.85,0.15
IXXG.DE,602008722.9951378,0.0,168364567.26903573,670951646.3873742,68942923.39223635,0.1027539372821393,0.9096455924642821,0.10083634737755814,7.95,8.75,0.8
CSMG3.SA,2812174730.691984,1663771186.706002,0.0,3296346932.5817537,484172201.88976955,0.14688144536732906,0.514421824769679,0.1067614427923086,7.65,8.0,0.35
IVUG.DE,425060810.18200827,35351514.74397218,184868119.2894702,483107118.2174181,58046308.03540981,0.12015204464299899,1.1359983867781418,0.14079320294700048,7.6,8.3,0.7
LUSURC1.LM,2915248319.75257,6274413177.716527,0.0,3820127793.85242,904879474.0998497,0.23687151920834595,0.9115598015398882,0.07702023042768065,8.25,9.15,0.9
3673.T,593839504.1501075,28989363.25612618,218317556.09675843,154254542.3340565,-439584961.816051,-2.8497375517414434,1.3121241581796232,0.03020233386083032,7.0,7.9,0.9
APPF.OQ,1966742728.8805017,68121942.49221449,837693364.4402508,2384174687.7318015,417431958.85129976,0.17508446885174597,0.4019414340235092,0.14781659101678543,7.25,8.05,0.8
SPSC.OQ,2086076375.5484996,172389829.1236316,631769187.7742496,2261533767.118663,175457391.57016325,0.07758336139889128,1.0927328770247655,0.10885414376627577,7.55,8.45,0.9
MGEE.OQ,2099281000.0,5010261389.160383,0.0,1375721419.8656473,-723559580.1343527,-0.5259491999514083,0.5488793427071095,0.04221517849830555,7.5,7.5,0.0
AQN.TO,11509400000.0,0.0,0.0,5492970253.409672,-6016429746.590328,-1.0952962548551446,1.0336753984719262,0.03340816356531853,6.1,7.1,1.0
CMIG4.SA,8619526131.532572,3793292202.292211,983259.302896998,9970112548.365088,1350586416.8325157,0.13546350758637993,0.9015796630826333,0.1033091089329956,7.15,8.15,1.0
METRm.BA,639702274.2935908,1135911125.225404,0.0,822826025.0546832,183123750.76109242,0.22255464118180077,1.7919889377077578,0.09003848206954063,7.75,7.85,0.1
ARTNA.OQ,432100000.0,1558830121.648938,0.0,284518920.8139196,-147581079.1860804,-0.518703918754848,0.8295512723280977,0.045348639816451285,7.45,8.05,0.6
MDU.N,5455514000.0,0.0,0.0,2137600131.4432282,-3317913868.5567718,-1.552167694860984,0.7744061710343418,0.027427664781178453,7.0,7.45,0.45
4493.T,31148453.948177338,0.0,15574226.974088669,26737163.517025184,-4411290.431152154,-0.1649872256772195,0.3640306102586318,0.12704001961391984,6.8,7.5,0.7
ASCI.MI,1764287140.457815,669465078.7574308,0.0,940095253.27813,-824191887.1796849,-0.8767110399778236,1.1708659854880783,0.04338788903303903,7.05,7.8,0.75
3663.T,89059828.46723536,0.0,43739256.716860585,136759260.37145606,47699431.9042207,0.34878392713343725,0.23912124986101244,0.22330224171110685,6.75,7.45,0.7
MANH.OQ,1595650313.4435372,165649722.8411882,804816156.7217686,3089433384.23579,1493783070.7922525,0.48351360427917384,0.20066849699896738,0.2734585185255093,7.5,8.1,0.6
ASEP.WA,519851363.8455566,199096902.545197,101070181.2392034,939841749.5064479,419990385.6608913,0.44687351448416357,0.622667838001876,0.15627084627210036,6.45,7.7,1.25
LWSA3.SA,718059978.5075228,124968979.2492642,169263876.4182673,345330895.0847853,-372729083.42273754,-1.0793389433957987,1.940002403920724,0.06292517271353015,5.75,6.25,0.5
CRWV.OQ,26153282955.0,43966782467.11051,2176141477.5,-1371471910.2978373,-27524754865.297836,20.069499534496767,0.35992757076455917,-0.00400393991130833,5.4,5.6,0.2
004690.KS,1360436974.801053,7978240736.858627,5554239.87603906,-75069123.25547104,-1435506098.056524,19.12245722081088,3.4042125138060157,-0.004100070786725543,7.25,7.85,0.6
LNT.OQ,19161000000.0,35110648224.81984,0.0,8003861879.451512,-11157138120.548489,-1.3939693473712298,0.6244057617096977,0.029240140470831687,7.65,8.45,0.8
HTO.OQ,3466932000.0,6665750342.327785,0.0,1252524497.475349,-2214407502.524651,-1.7679554427782622,0.8018653524214153,0.025289424431536135,7.55,7.9,0.35
IDR.MC,17428534199.48482,15428686523.60721,7187153302.953481,12782677159.602907,-4645857039.881914,-0.3634494544354304,1.428691713845236,0.08368950104991514,6.8,8.55,1.75
CDNS.OQ,18902501714.760418,0.0,7051850357.380208,24918863106.45608,6016361391.695663,0.2414380369599173,0.18677641831298286,0.14719194454789342,9.15,9.75,0.6
ENGIE.PA,89690606921.57635,263239892990.1031,202760914.7186785,66291158388.96432,-23399448532.612038,-0.3529799312800576,1.1315173368508593,0.05407722700157015,5.3,5.9,0.6
SBSP3.SA,12830384151.90797,326098387.6185005,0.0,18957345452.92073,6126961301.01276,0.32319721747059205,0.5226202323397093,0.13549649297277072,8.85,9.55,0.7
QTCOM.HE,757034664.707963,48622147.58238092,194930895.4184728,1194966772.4318798,437932107.72391677,0.36648057320680144,0.9160559471368739,0.13550451524627016,7.0,8.0,1.0
TRUEb.ST,196810673.1406392,0.0,79075300.69685479,624316636.5633875,427505963.4227483,0.6847582434708084,0.6711860131877192,0.37118975930792414,5.35,6.5,1.15
ENGI4.SA,10198712088.712898,897352249.6925337,35733440.74132863,12310545823.009089,2111833734.2961903,0.17154671812756317,0.9026623717347357,0.096578662754821,7.4,8.4,1.0
AIP.OQ,353181921.2498594,15101568.79465608,210397460.6249297,4428489.989236268,-348753431.2606231,-78.75222301694052,0.17972577393421155,0.002171064679516076,6.9,7.8,0.9
QLYS.OQ,1607544143.5494256,561791112.0928268,746165071.7747127,2576915009.447914,969370865.8984885,0.37617494653274164,0.43558756051226744,0.20941308719017973,7.0,7.7,0.7
ENEV3.SA,7816948701.041998,10050642267.57961,40416654.70211555,6934390883.979025,-882557817.062973,-0.1272725797880826,0.5940455343045538,0.07983011300228113,5.45,5.85,0.4
EDSP.PA,101391737.6181261,0.0,50695868.80906305,893564637.0206579,792172899.4025319,0.8865311658301648,0.06175168778781104,1.2866969249148492,7.0,7.45,0.45
AKAM.OQ,16118954956.623821,8880583967.173983,4111380978.3119106,10416039988.049326,-5702914968.574495,-0.5475127759798966,0.72368553320471,0.056849460777497834,5.65,6.1,0.45
TRN.MI,9178321898.573938,0.0,1173680.809231746,16973941211.470894,7795619312.8969555,0.4592698428594014,0.23944217076990665,0.1517753955933919,8.2,8.6,0.4
QTWO.N,2294681690.0099244,192082132.5548684,881098845.0049624,255231905.39584002,-2039449784.6140845,-7.990575400246669,0.8591529632714212,0.012396664835167851,6.8,7.5,0.7
ENELGXCH.SN,3056612042.8006897,29962704952.40855,14569021.40034481,5979861887.225659,2923249844.4249697,0.4888490569773349,0.5753378071205675,0.13405558384152885,5.25,5.5,0.25
CCSI.OQ,1333785188.9850063,222327225.2695876,418164094.4925031,1985467300.828166,651682111.8431597,0.328226061225654,1.1744864360559537,0.12326319040855058,6.2,7.15,0.95
BSY.OQ,5997403680.211797,168316490.2989455,1841138840.1058986,5717718326.593861,-279685353.61793613,-0.0489155529605372,0.6082581530037343,0.09053665808330062,7.8,8.75,0.95
ECL.SN,4153634856.0,12675377539.15251,10322928.0,2724575616.5252957,-1429059239.4747043,-0.5245070941716828,0.9178347450976407,0.04603087975778654,6.65,6.9,0.25
SAPR4.SA,2580301990.140586,162850678.7851758,0.0,3298351243.119651,718049252.979065,0.2176994504381282,0.9412011077915687,0.12015058144124637,8.35,9.15,0.8
AES.N,40298000000.0,59653903327.79913,0.0,25881757288.20908,-14416242711.79092,-0.5570040144978298,1.0349478152267726,0.04495813713272708,4.75,5.3,0.55
ENGIEC1.LM,1615041000.0,0.0,0.0,1029152795.0530614,-585888204.9469386,-0.5692917589722246,1.341385885432646,0.043375645460373036,5.35,5.6,0.25
TYL.N,5844705467.154554,478534907.2909594,1319726733.5772772,6021280461.668417,176574994.5138626,0.02932515693928265,0.4794880796035948,0.09314731784022671,8.4,8.85,0.45
ETR.N,46140403000.0,0.0,0.0,25250470570.158054,-20889932429.841946,-0.8273086385380257,0.8965934127659049,0.03830770485275267,7.85,8.2,0.35
017390.KS,363433965.0157816,1609240713.223257,589584.0077070036,-168917591.29162675,-532351556.30740833,3.1515459830843384,-2.044106682322978,-0.03444975975885985,7.0,8.0,1.0
ES.N,45544286000.0,73104756247.71121,0.0,31133708967.415257,-14410577032.584743,-0.46286091540416685,0.8086496483266643,0.04785143909642294,6.9,7.5,0.6
CDZI.OQ,87413000.0,144740971.4466939,0.0,-2208923125.317324,-2296336125.317324,1.0395726763861204,0.23386832096875315,-1.7688972895589068,5.1,5.9,0.8
EQTL3.SA,13311124446.70263,2010206969.634863,41893883.01901811,17983417847.020985,4672293400.318356,0.2598112016338617,0.7201610148903577,0.11160331397386984,7.95,8.3,0.35
OTTR.OQ,2495159000.0,5420581380.68785,0.0,3246005280.446011,750846280.4460111,0.23131394300838676,0.5608443834169555,0.08429408298572809,6.1,8.55,2.45
EDP.LS,42651956120.87901,94410248734.9894,0.0,23070656768.826157,-19581299352.052856,-0.8487534424469338,0.9627000616391959,0.03786335072747769,7.1,7.7,0.6
TXNM.N,9077781000.0,15051455202.56057,0.0,3057019460.7720895,-6020761539.227911,-1.969487475132818,0.761680768502506,0.023573091513669066,8.2,8.45,0.25
EQMA5B.SO,1450959466.86142,0.0,0.0,2315029589.191849,864070122.3304293,0.37324366235511763,0.9074331344775332,0.1365600778683469,7.9,8.35,0.45
SHFG.DE,1018609875.2225232,35847300.24084204,385214290.11234826,989788532.0402974,-28821343.182225823,-0.029118687728999084,1.3877186300095063,0.1070568163836578,7.15,8.05,0.9
ENMT4.SA,2152262588.4184127,28542413.58214279,8557896.363668896,3475665771.299245,1323403182.8808322,0.3807624984568434,0.7069770289528078,0.13497802040825213,5.35,6.1,0.75
AEE.N,33184000000.0,75721606095.60243,0.0,12247917478.502348,-20936082521.49765,-1.7093585548926864,0.658493461385645,0.025836373658846563,7.25,7.7,0.45
TAEE11.SA,3257591382.143504,0.0,0.0,3954387790.245084,696796408.1015797,0.1762084158312642,0.7161042454462934,0.10307472773432526,7.35,7.95,0.6
PUNTILLA.SN,67615293.52901936,0.0,0.0,171985905.884619,104370612.35559964,0.6068556130734297,0.433000070404245,0.17805163275311947,4.95,5.4,0.45
TVE1T.TL,56.8023901094,0.0,28.4011950547,190359298.82057056,190359242.01818046,0.9999997016043322,2.207642802265381e-07,469175.71221126535,7.9,7.9,0.0
DGCU2m.BA,126743436.9400414,815037294.558963,0.0,205240907.60014454,78497470.66010314,0.38246503378865326,1.299381486802793,0.11335390517148956,7.1,7.25,0.15
ALA.TO,14138735062.66394,16618653362.13129,0.0,7853507229.891233,-6285227832.772707,-0.8003084034672435,0.7364967263271407,0.038882226992434106,6.6,7.5,0.9
079940.KQ,563435060.077946,364338807.3517883,145911296.74139082,387152627.2677204,-176282432.81022555,-0.4553305864261235,1.9323163627860738,0.06674123726184304,6.15,7.0,0.85
ENELDXCH.SN,783797931.9546361,2765154328.392555,0.0,544526626.7901461,-239271305.16448998,-0.43941157951253357,1.3331012301467757,0.048488796588822256,7.75,8.2,0.45
ROGREEN.BX,159162361.6236167,0.0,0.0,6959162.102043515,-152203199.5215732,-21.87090878036591,0.8846206331944851,0.0030526299319432668,4.0,5.6,1.6
AWK.N,26693067673.545837,50386007000.61739,33836.7729180506,14804468354.745829,-11888599318.800009,-0.8030412868550536,0.653497243761,0.038823342118742624,8.5,8.85,0.35
RENE.LS,4756859636.141546,227049680.5205513,0.0,7469544604.30693,2712684968.1653833,0.36316604450039064,1.7279658639565478,0.10991876201871736,8.75,8.75,0.0
AWR.N,1916137000.0,0.0,0.0,2247007227.9006605,330870227.9006605,0.1472492939908283,0.4831268859658688,0.07350603051084521,8.15,8.5,0.35
TOTS3.SA,3427242011.993835,247087761.3680139,1213981330.9923549,1989021113.3786213,-1438220898.6152136,-0.723079754629754,1.005244436997733,0.0894665585593434,7.75,8.25,0.5
ELI.BR,25591416792.9248,44017979836.92597,0.0,9700005961.642735,-15891410831.282066,-1.6382887695247141,1.511865752710732,0.026532349608041753,8.5,9.2,0.7
DTE.N,38371000000.0,0.0,0.0,22692513798.66037,-15678486201.33963,-0.6909100657797196,0.675536088910753,0.04139782559501253,6.55,7.15,0.6
EMA.TO,24866656951.32613,0.0,0.0,15346071171.917986,-9520585779.408144,-0.6203923905181681,0.7893784590475074,0.043199412938254696,7.05,7.15,0.1
ELE.MC,22653433201.639,158510338723.8038,121450166.7028004,35809729870.79828,13156296669.159279,0.367394468392453,0.39913370056134956,0.09872770686584129,6.95,8.65,1.7
BEPC.N,23964000000.0,0.0,0.0,11417096699.79323,-12546903300.20677,-1.0989574346369513,1.105534365004375,0.03334989020971149,7.15,7.95,0.8
EKTR3.SA,1829888371.3126118,0.0,27260.3322226713,2675631384.6749506,845743013.3623388,0.31609100498912107,0.5889063466662633,0.12346177623445777,7.6,8.05,0.45
RWEG.DE,54071821621.156044,204388780205.7442,145268009.6431248,4283624854.809971,-49788196766.34607,-11.622912475736571,0.9588289397972243,0.00556040984923393,5.25,5.5,0.25
TOI.V,4840686170.465158,307061183.7299688,1688623507.580864,9149092250.271008,4308406079.805849,0.4709107703748674,0.8090563787219226,0.19251332684839717,7.9,8.2,0.3
EIX.N,59474000000.0,91538308167.22368,0.0,37662405811.61433,-21811594188.385674,-0.5791343839659712,0.8749515261362947,0.04432808297429134,7.6,7.95,0.35
BEP_u.TO,68798000000.0,0.0,0.0,17175777953.658113,-51622222046.34189,-3.005524534936558,1.566929571128203,0.017475863495393297,7.15,7.75,0.6
022100.KS,559627672.3871057,207946516.1489017,179277510.90459287,319901546.98548484,-239726125.40162086,-0.7493746987491066,0.21167337241348896,0.06223926495694224,6.05,6.3,0.25
CBEE3.SA,2575955084.900488,80739809.43199731,0.0,2295726819.442864,-280228265.45762396,-0.12206516171015107,1.3344140209662148,0.07603679788486188,7.0,7.25,0.25
BIP.N,103825161335.7314,87824629721.50394,866580667.8656954,69436737424.68292,-34388423911.04848,-0.4952482675089556,1.2587279055169323,0.047208999854101846,7.45,7.9,0.45
CBRAIN.CO,118735483.92407832,43054361.0351252,35464664.28892986,214491609.0464604,95756125.12238207,0.446432965597459,0.7552994705494103,0.18030821239706726,7.55,8.5,0.95
REHN.S,2993474693.929072,7402247195.423241,0.0,17023142.527635768,-2976451551.4014363,-174.84736126537126,1.4483893646172408,0.00039807250729434045,7.25,8.7,1.45
TENB.OQ,3286713917.688056,158418260.7288174,1502905958.8440282,1416305736.290419,-1870408181.397637,-1.320624589360628,1.088097152367619,0.0555785173223336,6.6,7.35,0.75
ALBFR.PA,103641791.4996509,0.0,51820895.74982545,-21207680.475703232,-124849471.97535414,5.886993257861889,0.3522065125865864,-0.029875220262504838,6.95,7.35,0.4
ENELCHILE.SN,7917831000.0,22642965915.34557,0.0,8371560768.737488,453729768.7374878,0.054198945844349956,0.9513313892477004,0.06422634147944016,7.25,8.2,0.95
CCC.OQ,5700982097.836725,435315810.7739002,1348779548.9183621,3557023404.9795375,-2143958692.8571877,-0.6027395517993566,1.4758314147474687,0.048974513237098546,8.25,9.0,0.75
EGIE3.SA,7297991767.547663,11276626293.90924,32965301.33819095,8225157824.805032,927166057.257369,0.11272319352478158,0.5853435473188177,0.09784414135875061,7.35,7.8,0.45
ALFAAL.L,313877367.3617495,27787858.42694436,133630544.6943072,584258761.7294794,270381394.36772996,0.4627767901458029,0.546734442832123,0.23662491784913978,7.85,8.65,0.8
RDVT.OQ,211992784.654239,5975082.562876516,77311892.32711948,197566352.15688798,-14426432.49735102,-0.07302069578070132,0.2811567045772108,0.1026845338787335,6.85,7.1,0.25
ENELAM.SN,24001669089.588722,33250523614.89145,354044.7943604327,38687380148.47437,14685711058.88565,0.37959952321725715,1.5926442452313994,0.08891970156910264,7.5,8.25,0.75
TRANm.BA,530644639.5589244,2651230611.063357,0.0,930371879.3076581,399727239.7487337,0.42964243507251443,0.9799329741602465,0.12273002815155033,8.3,9.1,0.8
018260.KS,7102823777.597865,4506678484.585353,2022161965.5849335,6707411075.08798,-395412702.50988483,-0.058951613086379716,1.1554556960137754,0.09769365447291206,5.5,6.65,1.15
ROPE.BX,911995114.1021571,0.0,0.0,2471074043.837637,1559078929.7354798,0.6309316928901868,0.6110239835168706,0.1896667870188379,6.8,8.1,1.3
ALKT.OQ,1683460209.8991146,60190646.97486133,534636604.9495574,-85292463.53813173,-1768752673.4372463,20.73750247167488,0.8601234509426143,-0.005197031486771526,7.1,7.55,0.45
REDE.MC,14912009121.066776,47882888752.93679,7157914.302927175,6536035857.049548,-8375973264.017228,-1.2815066268314892,0.9305999994353568,0.030696214517448108,8.75,8.75,0.0
ENAG.MC,5717400850.13395,26587506235.71729,65816101.047384486,1032696482.550418,-4684704367.583532,-4.536380675969638,1.0698337796881041,0.012790882024765337,6.85,7.45,0.6
SAPG.DE,149958370570.90048,0.0,49756912168.45879,159770478450.82114,9812107879.920654,0.06141377290136184,0.7426698281432104,0.11161447817095795,8.25,8.9,0.65
AVA.N,5886008495.477343,0.0,4247.7386711878,3127550789.3195367,-2758457706.157806,-0.8819865421779338,0.8919913261964426,0.037194766778579406,7.15,7.5,0.35
TCX.OQ,737573669.8326912,9202284583.705593,233677834.9163456,97920623.74657597,-639653046.0861152,-6.532362863022329,1.262896928189073,0.01360289803426984,5.95,7.0,1.05
ADMCM.HE,96940407.515422,0.0,33128958.44100852,210803432.93532553,113863025.41990353,0.5401383831108514,0.7563191180970037,0.23124753503505077,6.9,7.5,0.6
TGN.BX,2079463467.8402069,0.0,43159105.6913238,2742726956.596852,663263488.756645,0.24182629158959945,0.44536777864254756,0.08793858413342029,8.15,8.6,0.45
PPL.N,33408000000.0,58634380935.91396,0.0,17016043193.02684,-16391956806.97316,-0.96332364821985,0.7301240803612085,0.03565382613481438,7.65,8.7,1.05
CEEB3.SA,4740357845.363152,0.0,36419565.36917703,7476239598.837059,2735881753.4739075,0.36594356257649613,0.9706870456205117,0.12335352975606352,7.65,8.0,0.35
PCG.N,93524000000.0,170047962643.7415,0.0,31907175783.949413,-61616824216.05058,-1.9311274878501252,0.9575652317101151,0.02388159515072558,8.05,8.85,0.8
036460.KS,31846412346.635406,61555453456.15221,108932756.2639947,8328252807.344408,-23518159539.291,-2.8239007728669234,1.1963504811872943,0.01941838846996716,7.15,7.5,0.35
9543.T,90455779.58697224,0.0,57126.946374716,-292240.3975870249,-90748019.98455927,310.52524132135375,0.1735574522788945,-0.00020800007301410278,6.95,7.75,0.8
H.TO,22372486155.63974,56909978680.9435,0.0,13612724713.950548,-8759761441.689192,-0.6434980230454556,0.5847254741765109,0.04259208043967568,9.25,10.05,0.8
SVCO.OQ,349656012.637856,16603059.65114644,140745006.318928,196547063.97537,-153108948.66248602,-0.7789938224753774,0.9086509203220594,0.06585720264672028,6.0,6.95,0.95
VITb.ST,1308483125.0286076,70772067.72154531,248439627.5213696,2202928930.139749,894445805.1111414,0.40602572006460497,1.0692026143801496,0.12418840380580054,7.15,8.0,0.85
PCOR.N,4854862942.227699,168271664.2326422,2162579471.1138496,119670778.0294607,-4735192164.198238,-39.56849150786437,0.9475887748377714,0.0031114682209138034,6.7,7.35,0.65
CWT.N,3177851000.0,0.0,0.0,1725886392.8567383,-1451964607.1432617,-0.8412863170790326,0.7428476943278016,0.038016901201463414,7.75,8.0,0.25
CEZP.PR,21170650002.7647,81679040050.91515,62474950.2800336,27638121302.479702,6467471299.715,0.23400546039049103,0.5243195061025965,0.08307097162563218,7.65,9.0,1.35
BL.OQ,2463430142.8968997,114755554.4574901,987037071.4484496,1033554594.0296329,-1429875548.8672667,-1.3834543014244207,1.4074777222229018,0.04900376666702642,6.65,7.45,0.8
VIE.PA,34494125259.47609,60178485176.75665,3131830.964187215,52704825511.83625,18210700252.36016,0.34552244648396513,0.6337519237404824,0.08797727706302383,6.95,7.65,0.7
BKWB.S,8068534645.967436,18084918164.53743,0.0,8283517657.697381,214983011.72994518,0.02595310598875518,0.7894871171051006,0.06511504777073385,6.85,8.6,1.75
030520.KQ,782595829.8605837,217203549.6201892,260459360.67936707,380803510.56643236,-401792319.2941513,-1.0551171618573023,3.148777201384014,0.0539695298934115,6.35,8.2,1.85
CY4.MI,136073868.63233167,0.0,65192957.71209973,399035277.79006886,262961409.1577372,0.6589928855765989,0.5244311944081662,0.4732680779340693,6.55,7.6,1.05
A2.MI,13914238398.92887,0.0,0.0,14882713648.759178,968475249.8303089,0.06507383483193295,0.9585820204644708,0.07337393917906762,6.8,7.85,1.05
CEPUm.BA,1909911604.6826708,4639539352.918407,38.0408549494,3161995074.312444,1252083469.6297734,0.39597894373761194,0.7274461499244308,0.11259191250852822,6.05,6.65,0.6
GWRS.OQ,217413000.0,857594605.9821095,0.0,36116041.68821468,-181296958.3117853,-5.019845748238401,0.6543965184518145,0.01162820492875324,8.25,8.7,0.45
VRNS.OQ,2840129395.111102,173813729.4767194,1355090197.555551,73066516.89638513,-2767062878.214717,-37.870463732911475,0.7011586212914831,0.003128224588565929,7.45,8.05,0.6
9539.T,701569542.9738669,0.0,503890.5421519642,-59640.309843110794,-701629183.28371,11764.345039947122,1.988225951881848,-6.295249115517139e-06,6.95,7.75,0.8
ROTEL.BX,1269214277.4094057,1846779087.537022,358.2618978851,927201555.6169113,-342012721.7924944,-0.3688655608056407,0.9968312834039688,0.051137249532196984,8.0,8.6,0.6
298830.KQ,250791606.6012731,44157436.06182751,89258234.9783062,256126860.4575228,5335253.85624972,0.02083051284320311,1.724688242815076,0.11733419220701692,7.45,8.25,0.8
IDCC.OQ,1842983295.5361433,66594910.81384787,755177647.7680715,4428287942.5160055,2585304646.979862,0.5838158404647414,0.2719377837447538,0.284959134577145,6.8,7.6,0.8
CGE.SN,2995433869.50865,3789359207.30205,5.6905061176,1503500752.3590243,-1491933117.1496255,-0.992306199254474,1.6103329451478323,0.03513516153248685,7.65,7.95,0.3
ED.N,46961911439.794846,0.0,28455719.89742351,32165217529.549683,-14796693910.245163,-0.46002157133405586,0.7077857262186,0.0479735658185069,8.0,8.35,0.35
PAMPm.BA,4454585113.714676,6366381529.058852,0.0,5253364490.1776085,798779376.4629326,0.15205100996826645,0.8085844093444008,0.07503653122949924,6.65,7.35,0.7
CWAN.N,4308038779.889193,96744527.11135015,772774389.9445964,2784518261.9793572,-1523520517.9098353,-0.5471397112787655,0.533741542679261,0.052716921580127314,7.8,8.55,0.75
