date,n_pos,cash_pct,top1,top3,effN
1996-03-29,0,1.0,0.0,0.0,0.0
1996-06-28,1,0.9,0.1,0.1,99.99999999999999
1996-09-30,2,0.8,0.1,0.2,49.99999999999999
1996-12-31,4,0.6055301790800635,0.1,0.30000000000000004,25.69072925470978
1997-03-31,4,0.6292291724849193,0.1,0.291714508259034,28.850493093878747
1997-06-30,4,0.6346443725951049,0.10000000000000003,0.2863298554550232,29.675425119224897
1997-09-30,4,0.620306158403623,0.1,0.2940833329486303,27.6522294809211
1997-12-31,5,0.5193203750040769,0.1,0.30000000000000004,21.587173196396467
1998-03-31,5,0.5106825506949593,0.10000000000000002,0.299040427003699,20.865163293798815
1998-06-30,5,0.5212762600032665,0.1,0.2971751966775943,21.775570847914622
1998-09-30,5,0.5617480522403666,0.1,0.280018646966748,25.791908773142595
1998-12-31,5,0.5444834220398671,0.1,0.28585750356035566,23.99974143915556
1999-03-31,5,0.5527638961820128,0.1,0.28516312826911117,24.80478596214536
1999-06-30,5,0.5611570402224739,0.10000000000000002,0.2907570883059075,25.467073557914397
1999-09-30,5,0.586177857273775,0.09451200949846877,0.2640715333237263,28.937779154557447
1999-12-31,5,0.5894579787397668,0.08896227724373838,0.2632778744720852,29.448920463044526
2000-03-31,5,0.6232352121253611,0.08691970074578319,0.24222462806614814,34.7664074359478
2000-06-30,5,0.6366870194216407,0.08269800504187629,0.22928465064493544,37.584110051223384
2000-09-29,5,0.640653466050788,0.09833910426333069,0.24113685432174436,37.18237986056232
2000-12-29,5,0.6070690215832121,0.09999999999999999,0.25265179828001844,31.728533826804238
2001-03-30,5,0.6358455215500116,0.07969528119269392,0.23142427154997353,37.48830448115321
2001-06-29,5,0.6068894754012244,0.09999999999999999,0.26449641828731196,31.419591413993867
2001-09-28,5,0.6442385082241576,0.1,0.2413641416695153,37.59355936700876
2001-12-31,5,0.6241727239932036,0.09999999999999999,0.2588424384521753,33.92587272646519
2002-03-29,5,0.6253333388452621,0.09969118397568416,0.2580430915245051,34.13638442732513
2002-06-28,5,0.6036112164729137,0.09999999999999998,0.25936177693198187,31.104152466677547
2002-09-30,5,0.6336515105970222,0.1,0.2517224980089955,35.36985642907389
2002-12-31,5,0.624176529701483,0.08781370684656162,0.24421372996612678,34.86494540132948
2003-03-31,5,0.6525020691127277,0.08883712773077702,0.2349986944555949,40.02443308915288
2003-06-30,5,0.6296038264344765,0.09430877616483711,0.24607995650105427,35.470132476913655
2003-09-30,6,0.5173234062326822,0.10000000000000002,0.2820417308088896,24.840355521644664
2003-12-31,6,0.487233419280044,0.09999999999999999,0.2758808663021298,22.60390144791603
2004-03-31,6,0.4938664843422531,0.10000000000000002,0.284040223210846,22.919555710926332
2004-06-30,6,0.4874588247395529,0.1,0.284876597811768,22.47253010460718
