date,n_pos,cash_pct,top1,top3,effN
1996-03-29,0,1.0,0.0,0.0,0.0
1996-06-28,1,0.9,0.1,0.1,99.99999999999999
1996-09-30,3,0.7,0.1,0.30000000000000004,33.33333333333333
1996-12-31,6,0.4058114479889175,0.1,0.30000000000000004,16.98719055037122
1997-03-31,6,0.4354308440523508,0.10000000000000003,0.3000000000000001,18.71587466725157
1997-06-30,6,0.45521537708891424,0.1,0.2907470906106252,20.09223869361653
1997-09-30,6,0.43137102474749695,0.1,0.29648580897108534,18.49475247599431
1997-12-31,6,0.4462149283575833,0.1,0.29351716374757086,19.441310224172696
1998-03-31,6,0.4324071297928325,0.1,0.2987363240190608,18.496420085389474
1998-06-30,6,0.4268059021347658,0.1,0.2964173584325275,18.227073002198473
1998-09-30,6,0.4751515931709021,0.10000000000000002,0.2956742785035686,21.35208881754867
1998-12-31,6,0.47142256894553586,0.1,0.28492698186088367,21.242422957427717
1999-03-31,7,0.38679018132716836,0.1,0.2936708387225898,18.24814076261383
1999-06-30,8,0.2994320279494968,0.09999999999999999,0.2956966313865809,16.035375278660673
1999-09-30,8,0.33735000690588196,0.1,0.29040459523579776,17.63222531551625
1999-12-31,8,0.33944447324240806,0.1,0.28925277364152835,17.754866931808028
2000-03-31,8,0.3844030260254617,0.09598566641582086,0.2807509065255602,20.297394781897875
2000-06-30,8,0.3963563814329215,0.10000000000000002,0.2732379502780652,20.96632084927871
2000-09-29,8,0.42661465157845846,0.1,0.27624848272814984,22.313154386401944
2000-12-29,8,0.4049494273198395,0.09999999999999999,0.28325230595768447,20.665649167696696
2001-03-30,8,0.3989902531353312,0.09423090737357326,0.2677475938130087,21.44848083054617
2001-06-29,8,0.37450899632088164,0.1,0.26696457136069485,20.031645509425154
2001-09-28,8,0.41970389381187445,0.1,0.26658657408068787,22.608834994863628
2001-12-31,8,0.40456857061025475,0.1,0.28121923710861185,21.512508196333876
2002-03-29,8,0.40576170966335456,0.09979961772351813,0.2806557235993886,21.598982535620376
2002-06-28,8,0.3789070947848958,0.1,0.2789786540327516,20.098053768865377
2002-09-30,8,0.4095765606939627,0.09999999999999998,0.2698560153144605,22.053587221393258
2002-12-31,8,0.40515220256150214,0.08818372903447506,0.25682510334781333,22.203270831235802
2003-03-31,8,0.41532653095998656,0.1,0.2725500277883674,22.092848321255026
2003-06-30,7,0.48162649596529966,0.10000000000000002,0.2847230148255461,24.252013668937806
2003-09-30,7,0.4713106063652643,0.1,0.2916386240906535,23.333134416627306
2003-12-31,7,0.445534522784492,0.1,0.2790034890551027,22.03113448654193
2004-03-31,7,0.4415265412057844,0.1,0.29225518833690745,21.295736910123384
2004-06-30,8,0.34470831482036507,0.1,0.2898758722855092,18.013505872309473
2004-09-30,8,0.35986602327444617,0.1,0.29735412209496764,18.618998137308147
